codigo;ncm;descricao;anexo;segmento;item;convenios
17.044.09;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior a 5 kg e inferior e igual a 10 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.9;
17.044.10;1101.00.10;Farinha de trigo especial, em embalagem superior a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.10;
17.044.11;1101.00.10;Farinha de trigo comum, em embalagem inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.11;
17.044.12;1101.00.10;Farinha de trigo comum, em embalagem superior a 1 kg e inferior a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.12;
17.044.13;1101.00.10;Farinha de trigo comum, em embalagem superior a 50 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.13;
17.044.14;1101.00.10;Farinha de trigo doméstica especial, em embalagem inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.14;
17.044.15;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior a 1 kg e inferior a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.15;
17.044.16;1101.00.10;Farinha de trigo doméstica especial, em embalagem igual a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.16;
17.044.17;1101.00.10;Farinha de trigo doméstica especial, em embalagem superior a 10 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.17;
17.044.18;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.18;
17.044.19;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior a 1 kg e inferior a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.19;
17.044.20;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem igual a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.20;
17.044.21;1101.00.10;Farinha de trigo doméstica com fermento, em embalagem superior a 10 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.21;
17.044.22;1101.00.10;Outras farinhas de trigo, em embalagem inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.22;
17.044.23;1101.00.10;Outras farinhas de trigo, em embalagem superior a 1 kg e inferior a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.23;
17.044.24;1101.00.10;Outras farinhas de trigo, em embalagem igual a 5 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.24;
17.044.25;1101.00.10;Outras farinhas de trigo, em embalagem superior a 5 Kg e inferior ou igual a 25 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.25;
17.044.26;1101.00.10;Outras farinhas de trigo, em embalagem superior a 25 Kg e inferior ou igual a 50 kg;XVII;PRODUTOS ALIMENTÍCIOS;44.26;
17.044.27;1101.00.10;Outras farinhas de trigo, em embalagem superior a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;44.27;
17.045.00;1101.00.20;Farinha de mistura de trigo com centeio (méteil);XVII;PRODUTOS ALIMENTÍCIOS;45.0;
17.046.00;1901.20.00
1901.90.90;Misturas e preparações para bolos, em embalagem inferior 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;46.0;
17.046.01;1901.20.00
1901.90.90;Misturas e preparações para bolos, em embalagem igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;46.1;
17.046.02;1901.20.00
1901.90.90;Misturas e preparações para bolos, em embalagem superior a 5 kg e inferior ou igual a 25 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.2;
17.046.03;1901.20.00 1901.90.90;Misturas e preparações para bolos, em embalagem superior a 25 kg e inferior ou igual a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.3;
17.046.04;1901.20.00
1901.90.90;Misturas e preparações para bolos, em embalagem superior a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.4;
17.046.05;1901.20.00
1901.90.90;Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;46.5;
17.046.06;1901.20.00
1901.90.90;Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;46.6;
17.046.07;1901.20.00
1901.90.90;Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.7;
17.046.08;1901.20.00
1901.90.90;Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.8;
17.046.09;1901.20.00
1901.90.90;Misturas e preparações para pães com menos de 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.9;
17.046.10;1901.20.00
1901.90.90;Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem inferior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;46.10;
17.046.11;1901.20.00
1901.90.90;Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;46.11;
17.046.12;1901.20.00
1901.90.90;Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 5 kg e inferior ou igual a 25 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.12;
17.046.13;1901.20.00
1901.90.90;Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 25 kg e inferior ou igual a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.13;
17.046.14;1901.20.00
1901.90.90;Misturas e preparações para pães com, no mínimo, 80% de farinha de trigo na sua composição final, em embalagem superior a 50 Kg;XVII;PRODUTOS ALIMENTÍCIOS;46.14;
17.046.15;1901.20.00 1901.90.90;Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05, exceto os previstos nos CEST 17.046.00 a 17.046.14 e 17.046.16.;XVII;PRODUTOS ALIMENTÍCIOS;46.15;
17.046.16;1901.20.00 1901.90.90;Misturas e preparações com, no mínimo, 80% de farinha de trigo na sua composição final, exceto as descritas nos CEST 17.046.10 a 17.046.15. ;XVII;PRODUTOS ALIMENTÍCIOS;46.16;
17.047.00;1902.30.00;Massas alimentícias tipo instantânea;XVII;PRODUTOS ALIMENTÍCIOS;47.0;
17.048.00;1902;Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as descritas nos CEST 17.047.00, 17.048.01, e 17.048.02;XVII;PRODUTOS ALIMENTÍCIOS;48.0;
17.048.01;1902.40.00;Cuscuz;XVII;PRODUTOS ALIMENTÍCIOS;48.1;
17.048.02;1902.20.00;Massas alimentícias recheadas (mesmo cozidas ou preparadas de outro modo);XVII;PRODUTOS ALIMENTÍCIOS;48.2;
17.049.00;1902.1;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, não derivadas do trigo;XVII;PRODUTOS ALIMENTÍCIOS;49.0;CV72/20
17.049.01;1902.1;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, não derivadas do trigo;XVII;PRODUTOS ALIMENTÍCIOS;49.1;CV72/20
17.049.02;1902.11.00;Massas alimentícias do tipo grano duro, não cozidas, nem recheadas, nem preparadas de outro modo, que contenham ovos;XVII;PRODUTOS ALIMENTÍCIOS;49.2;CV72/20
17.049.03;1902.19.00;Outras massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas de farinha de trigo;XVII;PRODUTOS ALIMENTÍCIOS;49.3;CV72/20
17.049.04;1902.19.00;Outras massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos, derivadas do trigo;XVII;PRODUTOS ALIMENTÍCIOS;49.4;CV72/20
17.049.05;1902.19.00;Outras massas alimentícias do tipo grano duro, não cozidas, nem recheadas, nem preparadas de outro modo, que não contenham ovos;XVII;PRODUTOS ALIMENTÍCIOS;49.5;CV72/20
17.049.06;1902.11.00;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo, que contenham ovos, derivadas de farinha de trigo;XVII;PRODUTOS ALIMENTÍCIOS;49.6;CV72/20
17.049.07;1902.11.00;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo, que contenham ovos, derivadas do trigo;XVII;PRODUTOS ALIMENTÍCIOS;49.7;CV72/20
17.050.00;1905.20;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma;XVII;PRODUTOS ALIMENTÍCIOS;50.0;
17.051.00;1905.20.90;Bolo de forma, inclusive de especiarias;XVII;PRODUTOS ALIMENTÍCIOS;51.0;
17.052.00;1905.20.10;Panetones;XVII;PRODUTOS ALIMENTÍCIOS;52.0;
17.053.00;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos “cream cracker”, “água e sal”, “maisena”, “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial);XVII;PRODUTOS ALIMENTÍCIOS;53.0;
17.053.01;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.053.02;XVII;PRODUTOS ALIMENTÍCIOS;53.1;
17.053.02;1905.31.00;Biscoitos e bolachas derivados de farinha de trigo dos tipos "cream cracker" e "água e sal" de consumo popular;XVII;PRODUTOS ALIMENTÍCIOS;53.2;
17.054.00;1905.31.00;Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial);XVII;PRODUTOS ALIMENTÍCIOS;54.0;
17.054.01;1905.31.00;Biscoitos e bolachas não derivados de farinha de trigo dos tipos "maisena" e "maria" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.054.02;XVII;PRODUTOS ALIMENTÍCIOS;54.1;
17.054.02;1905.31.00;Biscoitos e bolachas não derivados de farinha de trigo dos tipos "cream cracker" e "água e sal" de consumo popular;XVII;PRODUTOS ALIMENTÍCIOS;54.2;
17.056.00;1905.90.20;Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”;XVII;PRODUTOS ALIMENTÍCIOS;56.0;
17.056.01;1905.90.20;Biscoitos e bolachas não derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”;XVII;PRODUTOS ALIMENTÍCIOS;56.1;
17.056.02;1905.90.20;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01;XVII;PRODUTOS ALIMENTÍCIOS;56.2;
17.057.00;1905.32.00;“Waffles” e “wafers” - sem cobertura;XVII;PRODUTOS ALIMENTÍCIOS;57.0;
17.058.00;1905.32.00;“Waffles” e “wafers” - com cobertura;XVII;PRODUTOS ALIMENTÍCIOS;58.0;
17.059.00;1905.40.00;Torradas, pão torrado e produtos semelhantes torrados;XVII;PRODUTOS ALIMENTÍCIOS;59.0;
17.060.00;1905.90.10;Outros pães de forma;XVII;PRODUTOS ALIMENTÍCIOS;60.0;
17.062.00;1905.90.90;Outros pães, exceto o classificado no CEST 17.062.03;XVII;PRODUTOS ALIMENTÍCIOS;62.0;
17.062.01;1905.90.90;Outros bolos industrializados e produtos de panificação não especificados anteriormente, incluindo as pizzas; exceto os classificados nos CEST 17.062.02 e 17.062.03;XVII;PRODUTOS ALIMENTÍCIOS;62.1;
17.062.02;1905.90.20 1905.90.90;Casquinhas para sorvete;XVII;PRODUTOS ALIMENTÍCIOS;62.2;
17.062.03;1905.90.90;Pão francês até 200g;XVII;PRODUTOS ALIMENTÍCIOS;62.3;
17.063.00;1905.10.00;Pão denominado knackebrot;XVII;PRODUTOS ALIMENTÍCIOS;63.0;
17.064.00;1905.90;Demais pães industrializados;XVII;PRODUTOS ALIMENTÍCIOS;64.0;
17.065.00;1507.90.11;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;65.0;
17.066.00;1508;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;66.0;
17.067.00;1509;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;67.0;
17.067.01;1509;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros;XVII;PRODUTOS ALIMENTÍCIOS;67.1;
17.067.02;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros;XVII;PRODUTOS ALIMENTÍCIOS;67.2;
17.068.00;1510.00.00;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;68.0;
17.069.00;1512.19.11;Óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;69.0;
17.069.01;1512.29.10;Óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;69.1;
17.070.00;1514.1;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;70.0;
17.071.00;1515.19.00;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;71.0;
17.072.00;1515.29.10;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;72.0;
17.073.00;1512.29.90;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;73.0;
17.074.00;1517.90.10;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;XVII;PRODUTOS ALIMENTÍCIOS;74.0;
17.075.00;1511
1513
1514
1515
1516
1518;Outros óleos vegetais comestíveis não especificados anteriormente;XVII;PRODUTOS ALIMENTÍCIOS;75.0;
17.076.00;1601.00.00;Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela;XVII;PRODUTOS ALIMENTÍCIOS;76.0;
17.077.00;1601.00.00;Salsicha e linguiça, exceto as descritas nos CEST 17.077.01;XVII;PRODUTOS ALIMENTÍCIOS;77.0;
17.077.01;1601.00.00;Salsicha em lata;XVII;PRODUTOS ALIMENTÍCIOS;77.1;
17.078.00;1601.00.00;Mortadela;XVII;PRODUTOS ALIMENTÍCIOS;78.0;
17.079.00;16.02;Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07;XVII;PRODUTOS ALIMENTÍCIOS;79.0;
17.079.01;1602.31.00;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus.;XVII;PRODUTOS ALIMENTÍCIOS;79.1;
17.079.02;1602.32.10;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas;XVII;PRODUTOS ALIMENTÍCIOS;79.2;
17.079.03;1602.32.20;Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas;XVII;PRODUTOS ALIMENTÍCIOS;79.3;
17.079.04;1602.41.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços;XVII;PRODUTOS ALIMENTÍCIOS;79.4;
17.079.05;1602.49.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas, exceto os descritos no CEST 17.079.07;XVII;PRODUTOS ALIMENTÍCIOS;79.5;
17.079.06;1602.50.00;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina;XVII;PRODUTOS ALIMENTÍCIOS;79.6;
17.079.07;1602.49.00;Apresuntado;XVII;PRODUTOS ALIMENTÍCIOS;79.7;
17.080.00;1604;Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto os descritos nos CEST 17.080.01 e 17.081.00;XVII;PRODUTOS ALIMENTÍCIOS;80.0;
17.080.01;1604.20.10;Outras preparações e conservas de atuns;XVII;PRODUTOS ALIMENTÍCIOS;80.1;
17.081.00;1604;Sardinha em conserva;XVII;PRODUTOS ALIMENTÍCIOS;81.0;
17.082.00;1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas;XVII;PRODUTOS ALIMENTÍCIOS;82.0;
17.083.00;0210.20.00
0210.99.00
1502;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;XVII;PRODUTOS ALIMENTÍCIOS;83.0;
17.083.01;0210.20.00;Charque e jerkedbeef;XVII;PRODUTOS ALIMENTÍCIOS;83.1;
17.084.00;0201
0202
0204
0206;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;XVII;PRODUTOS ALIMENTÍCIOS;84.0;
17.085.00;0204;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas;XVII;PRODUTOS ALIMENTÍCIOS;85.0;
17.086.00;0210.99.00
1502.10.19
1502.90.00;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;XVII;PRODUTOS ALIMENTÍCIOS;86.0;
17.087.00;0207
0209
0210.99.00
1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;XVII;PRODUTOS ALIMENTÍCIOS;87.0;
17.087.01;0203
0206
0209
0210.1 0210.99.00
1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;XVII;PRODUTOS ALIMENTÍCIOS;87.1;
17.087.02;0207.1
0207.2;Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;XVII;PRODUTOS ALIMENTÍCIOS;87.2;
17.088.00;0710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;88.0;
17.088.01;0710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;88.1;
17.089.00;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;89.0;
17.089.01;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;89.1;
17.090.00;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;90.0;
17.090.01;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;90.1;
17.091.00;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;91.0;
17.091.01;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;91.1;
17.092.00;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;92.0;
17.092.01;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;92.1;
17.093.00;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;93.0;
17.093.01;2006.00.00;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;93.1;
17.094.00;2007;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;94.0;
17.094.01;2007;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;94.1;
17.095.00;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;95.0;
17.095.01;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg;XVII;PRODUTOS ALIMENTÍCIOS;95.1;
17.096.00;0901;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05;XVII;PRODUTOS ALIMENTÍCIOS;96.0;
17.096.01;0901;Café torrado e moído, em embalagens de conteúdo superior a 2 kg;XVII;PRODUTOS ALIMENTÍCIOS;96.1;
17.096.02;0901;Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg;XVII;PRODUTOS ALIMENTÍCIOS;96.2;
17.096.03;0901;Café torrado em grão, em embalagens de conteúdo superior a 2 kg;XVII;PRODUTOS ALIMENTÍCIOS;96.3;
17.096.04;0901;Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05;XVII;PRODUTOS ALIMENTÍCIOS;96.4;
17.096.05;0901;Café descafeinado torrado e moído, em cápsulas;XVII;PRODUTOS ALIMENTÍCIOS;96.5;
17.097.00;0902
1211.90.90
2106.90.90;Chá, mesmo aromatizado;XVII;PRODUTOS ALIMENTÍCIOS;97.0;
17.098.00;0903.00;Mate;XVII;PRODUTOS ALIMENTÍCIOS;98.0;
17.099.00;1701.1
1701.99.00;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;99.0;
17.099.01;1701.1
1701.99.00;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;99.1;
17.099.02;1701.1
1701.99.00;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;99.2;
17.100.00;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;100.0;
17.100.01;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;100.1;
17.100.02;1701.91.00;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;100.2;
17.101.00;1701.1
1701.99.00;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;101.0;
17.101.01;1701.1
1701.99.00;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;101.1;
17.101.02;1701.1
1701.99.00;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;101.2;
17.102.00;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;102.0;
17.102.01;1701.91.00;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;102.1;
17.102.02;1701.91;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;102.2;
17.103.00;1701.1
1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;XVII;PRODUTOS ALIMENTÍCIOS;103.0;
17.103.01;1701.1
1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;103.1;
17.103.02;1701.1
1701.99.00;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;XVII;PRODUTOS ALIMENTÍCIOS;103.2;
