codigo;descricao;inicio;fim;ato;numero;ano
7419.99;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7419.99.10;Telas metálicas de fio de cobre;01/01/2017;31/03/2022;Res Camex;000125;2016
7419.99.20;Grades e redes, de fio de cobre; chapas e tiras, distendidas;01/01/2017;31/03/2022;Res Camex;000125;2016
7419.99.30;Molas;01/01/2017;31/03/2022;Res Camex;000125;2016
7419.99.40;Discos próprios para cunhagem de moedas;01/07/2021;31/03/2022;Res Camex;000272;2021
7419.99.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
75;Níquel e suas obras.;01/01/2017;31/03/2022;Res Camex;000125;2016
75.01;Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7501.10.00;- Mates de níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
7501.20.00;- Sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
75.02;Níquel em formas brutas.;01/01/2017;31/03/2022;Res Camex;000125;2016
7502.10;- Níquel não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7502.10.10;Catodos;01/01/2017;31/03/2022;Res Camex;000125;2016
7502.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7502.20.00;- Ligas de níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
7503.00.00;Desperdícios e resíduos, e sucata, de níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7504.00;Pós e escamas, de níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7504.00.10;Não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7504.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
75.05;Barras, perfis e fios, de níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.1;- Barras e perfis:;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.11;-- De níquel não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.11.10;Barras;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.11.2;Perfis;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.11.21;Ocos;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.11.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.12;-- De ligas de níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.12.10;Barras;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.12.2;Perfis;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.12.21;Ocos;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.12.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.2;- Fios:;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.21.00;-- De níquel não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7505.22;-- De ligas de níquel;01/07/2021;31/03/2022;Res Camex;000272;2021
7505.22.10;À base de niqueltitânio (nitinol);01/07/2021;31/03/2022;Res Camex;000272;2021
7505.22.90;Outros;01/07/2021;31/03/2022;Res Camex;000272;2021
75.06;Chapas, tiras e folhas, de níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7506.10.00;- De níquel não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7506.20.00;- De ligas de níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
75.07;Tubos e seus acessórios (por exemplo, uniões, cotovelos, luvas (mangas*)), de níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7507.1;- Tubos:;01/01/2017;31/03/2022;Res Camex;000125;2016
7507.11.00;-- De níquel não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7507.12.00;-- De ligas de níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
7507.20.00;- Acessórios para tubos;01/01/2017;31/03/2022;Res Camex;000125;2016
75.08;Outras obras de níquel.;01/01/2017;31/03/2022;Res Camex;000125;2016
7508.10.00;- Telas metálicas e grades, de fios de níquel;01/01/2017;31/03/2022;Res Camex;000125;2016
7508.90;- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7508.90.10;Cilindros ocos de seção variável, obtidos por centrifugação, do tipo utilizado em reformadores estequiométricos de gás natural;01/01/2017;31/03/2022;Res Camex;000125;2016
7508.90.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
76;Alumínio e suas obras.;01/01/2017;31/03/2022;Res Camex;000125;2016
76.01;Alumínio em formas brutas.;01/01/2017;31/03/2022;Res Camex;000125;2016
7601.10.00;- Alumínio não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7601.20.00;- Ligas de alumínio;01/01/2017;31/03/2022;Res Camex;000125;2016
7602.00.00;Desperdícios e resíduos, e sucata, de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
76.03;Pós e escamas, de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
7603.10.00;- Pós de estrutura não lamelar;01/01/2017;31/03/2022;Res Camex;000125;2016
7603.20.00;- Pós de estrutura lamelar; escamas;01/01/2017;31/03/2022;Res Camex;000125;2016
76.04;Barras e perfis, de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.10;- De alumínio não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.10.10;Barras;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.10.2;Perfis;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.10.21;Ocos;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.10.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.2;- De ligas de alumínio:;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.21.00;-- Perfis ocos;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.29;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.29.1;Barras;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.29.11;Forjadas, de seção transversal circular, de diâmetro igual ou superior a 400 mm, mas não superior a 760 mm;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.29.19;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7604.29.20;Perfis;01/01/2017;31/03/2022;Res Camex;000125;2016
76.05;Fios de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.1;- De alumínio não ligado:;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.11;-- Com a maior dimensão da seção transversal superior a 7 mm;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.11.10;Com um teor de alumínio igual ou superior a 99,45 %, em peso, e uma resistividade elétrica inferior ou igual a 0,0283 ohm.mm2/m;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.11.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.19;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.19.10;Com um teor de alumínio igual ou superior a 99,45 %, em peso, e uma resistividade elétrica inferior ou igual a 0,0283 ohm.mm2/m;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.19.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.2;- De ligas de alumínio:;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.21;-- Com a maior dimensão da seção transversal superior a 7 mm;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.21.10;Com um teor, em peso, de alumínio igual ou superior a 98,45 %, e de magnésio e silício, considerados individualmente, igual ou superior a 0,45 % e inferior ou igual a 0,55 % e uma resistividade elétrica inferior ou igual a 0,0328 ohm.mm2/m;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.21.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.29;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.29.10;Com um teor, em peso, de alumínio igual ou superior a 98,45 %, e de magnésio e silício, considerados individualmente, igual ou superior a 0,45 % e inferior ou igual a 0,55 % e uma resistividade elétrica inferior ou igual a 0,0328 ohm.mm2/m;01/01/2017;31/03/2022;Res Camex;000125;2016
7605.29.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
76.06;Chapas e tiras, de alumínio, de espessura superior a 0,2 mm.;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.1;- De forma quadrada ou retangular:;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.11;-- De alumínio não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.11.10;Com um teor, em peso, de silício igual ou superior a 0,05 % e inferior ou igual a 0,20 %, de ferro igual ou superior a 0,20 % e inferior ou igual a 0,40 %, de cobre inferior ou igual a 0,05 %, de zinco inferior ou igual a 0,05 %, de manganês inferior ou igual a 0,1 % e de outros elementos, cada um, inferior ou igual a 0,1 %, de espessura inferior ou igual a 0,4 mm, em bobinas de largura superior a 900 mm, com uma relação entre as rugosidades máxima e aritmética média igual ou superior a 1,25 e inferior ou igual a 1,30 em cada uma das faces e com um limite de resistência à tração igual ou superior a 115 MPa;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.11.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.12;-- De ligas de alumínio;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.12.10;Com teores, em peso, de magnésio igual ou superior a 4 % e inferior ou igual a 5 %, de manganês igual ou superior a 0,20 % e inferior ou igual a 0,50 %, de ferro inferior ou igual a 0,35 %, de silício inferior ou igual a 0,20 % e de outros metais, em conjunto, inferior ou igual a 0,75 %, e de espessura inferior ou igual a 0,3 mm e largura igual ou superior a 1.450 mm, envernizadas em ambas as faces;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.12.20;Com um teor, em peso, de alumínio igual ou superior a 99 % e de magnésio superior a 0,10 %, de espessura inferior ou igual a 0,40 mm, com um limite de resistência a tração igual ou superior a 140 MPa, mas inferior ou igual a 240 MPa, e alongamento igual ou superior a 0,90 %, mas inferior ou igual a 7 %;01/01/2020;31/03/2022;Res Camex;000004;2019
7606.12.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.9;- Outras:;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.91.00;-- De alumínio não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7606.92.00;-- De ligas de alumínio;01/01/2017;31/03/2022;Res Camex;000125;2016
76.07;Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,2 mm (excluindo o suporte).;01/01/2017;31/03/2022;Res Camex;000125;2016
7607.1;- Sem suporte:;01/01/2017;31/03/2022;Res Camex;000125;2016
7607.11;-- Simplesmente laminadas;01/01/2017;31/03/2022;Res Camex;000125;2016
7607.11.10;Com um teor, em peso, de alumínio igual ou superior a 99 % e de magnésio superior a 0,06 %, de espessura igual ou superior a 0,12 mm, com um limite de resistência a tração igual ou superior a 140 MPa, mas inferior ou igual a 240 MPa, e alongamento igual ou superior a 0,90 %, mas inferior ou igual a 7 %;01/01/2020;31/03/2022;Res Camex;000004;2019
7607.11.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7607.19;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7607.19.10;Gravadas por processo eletroquímico de corrosão, mesmo com camada de óxido de alumínio, de espessura inferior ou igual a 110 micrômetros (mícrons) e com um conteúdo de alumínio igual ou superior a 98 %, em peso;01/07/2021;31/03/2022;Res Camex;000272;2021
7607.19.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7607.20.00;- Com suporte;01/01/2017;31/03/2022;Res Camex;000125;2016
76.08;Tubos de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
7608.10.00;- De alumínio não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
7608.20;- De ligas de alumínio;01/01/2017;31/03/2022;Res Camex;000125;2016
7608.20.10;Sem costura, extrudados e trefilados, segundo Norma ASTM B210, de seção circular, de liga AA 6061 (Aluminium Association), com limite elástico aparente de Johnson (JAEL) superior a 3.000 Nm, segundo Norma SAE AE7, diâmetro externo igual ou superior a 85 mm, mas inferior ou igual a 105 mm e espessura igual ou superior a 1,9 mm, mas inferior ou igual a 2,3 mm;01/01/2017;31/03/2022;Res Camex;000125;2016
7608.20.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7609.00.00;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas (mangas*)), de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
76.10;Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 94.06; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções.;01/01/2017;31/03/2022;Res Camex;000125;2016
7610.10.00;- Portas e janelas, e seus caixilhos, alizares e soleiras;01/01/2017;31/03/2022;Res Camex;000125;2016
7610.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7611.00.00;Reservatórios, tonéis, cubas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo.;01/01/2017;31/03/2022;Res Camex;000125;2016
76.12;Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes (incluindo os recipientes tubulares, rígidos ou flexíveis) para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade não superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo.;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.10.00;- Recipientes tubulares, flexíveis;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.90.1;Recipientes tubulares;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.90.11;Para aerossóis, com capacidade inferior ou igual a 700 cm3;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.90.12;Isotérmicos, refrigerados a nitrogênio (azoto) líquido, do tipo utilizado para sêmen, sangue, tecidos biológicos e outros produtos similares;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.90.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7612.90.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7613.00.00;Recipientes para gases comprimidos ou liquefeitos, de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
76.14;Cordas, cabos, tranças (entrançados*) e semelhantes, de alumínio, não isolados para usos elétricos.;01/01/2017;31/03/2022;Res Camex;000125;2016
7614.10;- Com alma de aço;01/01/2017;31/03/2022;Res Camex;000125;2016
7614.10.10;Cordas e cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
7614.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7614.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7614.90.10;Cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
7614.90.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
76.15;Serviços de mesa, artigos de cozinha e outros artigos de uso doméstico, e suas partes, de alumínio; esponjas, esfregões, luvas e artigos semelhantes, para limpeza, polimento ou usos semelhantes, de alumínio; artigos de higiene ou de toucador, e suas partes, de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
7615.10.00;- Serviços de mesa, artigos de cozinha e outros artigos de uso doméstico, e suas partes; esponjas, esfregões, luvas e artigos semelhantes, para limpeza, polimento ou usos semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
7615.20.00;- Artigos de higiene ou de toucador, e suas partes;01/01/2017;31/03/2022;Res Camex;000125;2016
76.16;Outras obras de alumínio.;01/01/2017;31/03/2022;Res Camex;000125;2016
7616.10.00;- Tachas, pregos, escápulas, parafusos, pinos ou pernos roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, arruelas (anilhas) e artigos semelhantes;01/07/2018;31/03/2022;Res Camex;000010;2018
7616.9;- Outras:;01/01/2017;31/03/2022;Res Camex;000125;2016
7616.91.00;-- Telas metálicas, grades e redes, de fios de alumínio;01/01/2017;31/03/2022;Res Camex;000125;2016
7616.99.00;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
78;Chumbo e suas obras.;01/01/2017;31/03/2022;Res Camex;000125;2016
78.01;Chumbo em formas brutas.;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.10;- Chumbo refinado (afinado);01/07/2018;31/03/2022;Res Camex;000010;2018
7801.10.1;Eletrolítico;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.10.11;Em lingotes;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.10.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.10.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.91.00;-- Que contenham antimônio como segundo elemento predominante em peso;01/01/2017;31/03/2022;Res Camex;000125;2016
7801.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7802.00.00;Desperdícios e resíduos, e sucata, de chumbo.;01/01/2017;31/03/2022;Res Camex;000125;2016
78.04;Chapas, folhas e tiras, de chumbo; pós e escamas, de chumbo.;01/01/2017;31/03/2022;Res Camex;000125;2016
7804.1;- Chapas, folhas e tiras:;01/01/2017;31/03/2022;Res Camex;000125;2016
7804.11.00;-- Folhas e tiras, de espessura não superior a 0,2 mm (excluindo o suporte);01/01/2017;31/03/2022;Res Camex;000125;2016
7804.19.00;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
7804.20.00;- Pós e escamas;01/01/2017;31/03/2022;Res Camex;000125;2016
7806.00;Outras obras de chumbo.;01/01/2017;31/03/2022;Res Camex;000125;2016
7806.00.10;Barras, perfis e fios;01/01/2017;31/03/2022;Res Camex;000125;2016
7806.00.20;Tubos e seus acessórios;01/01/2017;31/03/2022;Res Camex;000125;2016
7806.00.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
79;Zinco e suas obras.;01/01/2017;31/03/2022;Res Camex;000125;2016
79.01;Zinco em formas brutas.;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.1;- Zinco não ligado:;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11;-- Que contenha, em peso, 99,99 % ou mais de zinco;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11.1;Eletrolítico;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11.11;Em lingotes;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11.19;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11.9;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11.91;Em lingotes;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.11.99;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.12;-- Que contenha, em peso, menos de 99,99 % de zinco;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.12.10;Em lingotes;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.12.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.20;- Ligas de zinco;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.20.10;Em lingotes;01/01/2017;31/03/2022;Res Camex;000125;2016
7901.20.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7902.00.00;Desperdícios e resíduos, e sucata, de zinco.;01/01/2017;31/03/2022;Res Camex;000125;2016
79.03;Poeiras, pós e escamas, de zinco.;01/01/2017;31/03/2022;Res Camex;000125;2016
7903.10.00;- Poeiras de zinco;01/01/2017;31/03/2022;Res Camex;000125;2016
7903.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
7904.00.00;Barras, perfis e fios, de zinco.;01/01/2017;31/03/2022;Res Camex;000125;2016
7905.00.00;Chapas, folhas e tiras, de zinco.;01/01/2017;31/03/2022;Res Camex;000125;2016
7907.00;Outras obras de zinco.;01/01/2017;31/03/2022;Res Camex;000125;2016
7907.00.10;Tubos e seus acessórios;01/01/2017;31/03/2022;Res Camex;000125;2016
7907.00.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
80;Estanho e suas obras.;01/01/2017;31/03/2022;Res Camex;000125;2016
80.01;Estanho em formas brutas.;01/01/2017;31/03/2022;Res Camex;000125;2016
8001.10.00;- Estanho não ligado;01/01/2017;31/03/2022;Res Camex;000125;2016
8001.20.00;- Ligas de estanho;01/01/2017;31/03/2022;Res Camex;000125;2016
8002.00.00;Desperdícios e resíduos, e sucata, de estanho.;01/01/2017;31/03/2022;Res Camex;000125;2016
8003.00.00;Barras, perfis e fios, de estanho.;01/01/2017;31/03/2022;Res Camex;000125;2016
8007.00;Outras obras de estanho.;01/01/2017;31/03/2022;Res Camex;000125;2016
8007.00.10;Chapas, folhas e tiras;01/01/2017;31/03/2022;Res Camex;000125;2016
8007.00.20;Pós e escamas;01/01/2017;31/03/2022;Res Camex;000125;2016
8007.00.30;Tubos e seus acessórios;01/01/2017;31/03/2022;Res Camex;000125;2016
8007.00.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
81;Outros metais comuns; cermets; obras dessas matérias.;01/01/2017;31/03/2022;Res Camex;000125;2016
81.01;Tungstênio (volfrâmio) e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.10.00;- Pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.94.00;-- Tungstênio (volfrâmio) em formas brutas, incluindo as barras simplesmente obtidas por sinterização;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.96.00;-- Fios;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.97.00;-- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.99;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.99.10;Do tipo utilizado na fabricação de contatos elétricos;01/01/2017;31/03/2022;Res Camex;000125;2016
8101.99.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.02;Molibdênio e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.10.00;- Pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.94.00;-- Molibdênio em formas brutas, incluindo as barras simplesmente obtidas por sinterização;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.95.00;-- Barras, exceto as simplesmente obtidas por sinterização, perfis, chapas, tiras e folhas;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.96.00;-- Fios;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.97.00;-- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8102.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.03;Tântalo e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8103.20.00;- Tântalo em formas brutas, incluindo as barras simplesmente obtidas por sinterização; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8103.30.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8103.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.04;Magnésio e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8104.1;- Magnésio em formas brutas:;01/01/2017;31/03/2022;Res Camex;000125;2016
8104.11.00;-- Que contenha pelo menos 99,8 %, em peso, de magnésio;01/01/2017;31/03/2022;Res Camex;000125;2016
8104.19.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8104.20.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8104.30.00;- Aparas, resíduos de torno e grânulos, calibrados; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8104.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.05;Mates de cobalto e outros produtos intermediários da metalurgia do cobalto; cobalto e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.20;- Mates de cobalto e outros produtos intermediários da metalurgia do cobalto; cobalto em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.20.10;Em formas brutas;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.20.2;Pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.20.21;De ligas à base de cobalto-cromo-tungstênio (volfrâmio) (estelites);01/01/2017;31/03/2022;Res Camex;000125;2016
8105.20.29;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.20.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.30.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.90.10;Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas;01/01/2017;31/03/2022;Res Camex;000125;2016
8105.90.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8106.00;Bismuto e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8106.00.10;Em formas brutas;01/01/2017;31/03/2022;Res Camex;000125;2016
8106.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.07;Cádmio e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8107.20;- Cádmio em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8107.20.10;Em formas brutas;01/01/2017;31/03/2022;Res Camex;000125;2016
8107.20.20;Pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8107.30.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8107.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.08;Titânio e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8108.20.00;- Titânio em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8108.30.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8108.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.09;Zircônio e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8109.20.00;- Zircônio em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8109.30.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8109.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.10;Antimônio e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8110.10;- Antimônio em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8110.10.10;Em formas brutas;01/01/2017;31/03/2022;Res Camex;000125;2016
8110.10.20;Pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8110.20.00;- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8110.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8111.00;Manganês e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8111.00.10;Em formas brutas;01/01/2017;31/03/2022;Res Camex;000125;2016
8111.00.20;Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas;01/01/2017;31/03/2022;Res Camex;000125;2016
